1,Greenock,55.9473423,-4.7564721
2,Glasgow,55.861155,-4.2501687
3,Preston,53.7593363,-2.6992717
4,Birmingham,52.4796992,-1.9026911
5,Southampton,50.9025349,-1.404189
6,Le Havre,49.4938975,0.1079732
7,Paris,48.8534951,2.3483915
8,Orleans,47.9027336,1.9086066
9,Bordeaux,44.841225,-0.5800364
10,San Sebastian,43.3224219,-1.9838889
11,Burgos,42.343926,-3.696977
12,Madrid,40.4167047,-3.7035825
13,Seville,37.3886303,-5.9953403
14,Algeciras,36.1311725,-5.4473991
15,Inverness,57.4790124,-4.225739
16,Perth,-31.9558933,115.8605855
17,Edinburgh,55.9533456,-3.1883749
18,Newcastle,54.9738474,-1.6131572
19,London,51.5074456,-0.1277653
20,Folkestone,51.0791335,1.1794073
21,Dover,51.1251275,1.3134228
22,Calais,50.9524769,1.8538446
23,Lyon,45.7578137,4.8320114
24,Orange,33.750631,-117.8722311
25,Narbonne,43.1837757,3.0041906
26,Girona,41.9793006,2.8199439
27,Barcelona,41.3828939,2.1774322
28,Tarragona,41.1172364,1.2546057
29,Castellon de la Plana,39.9860347,-0.0377354
30,Valencia,39.4697065,-0.3763353
31,Alicante,38.3436365,-0.4881708
32,Murcia,37.9923795,-1.1305431
33,Almeria,36.8414197,-2.4628135
34,Malaga,36.7213028,-4.4216366
35,Hook of Holland,51.9771615,4.1314526
36,Rotterdam,51.9244424,4.47775
37,Eindhoven,51.44855695,5.450122521857143
38,Maastricht,50.85798545,5.6969881818221095
39,Liege,50.6450944,5.5736112
40,Bastogne,50.0023102,5.7173386
41,Arlon,49.6834601,5.8167711
42,Luxembourg,49.6112768,6.129799
43,Metz,49.1196964,6.1763552
44,Saint-Avold,49.1043397,6.7071754
45,Strasbourg,48.584614,7.7507127
46,Mulhouse,47.7467233,7.3389937
47,Basel,47.5581077,7.5878261
48,Olten,47.3496571,7.903787
49,Bern,46.9484742,7.4521749
50,Lausanne,46.5218269,6.6327025
51,Geneva,46.2017559,6.1466014
52,Mont Blanc,45.8327056,6.8651706
53,Aosta,45.7370885,7.3196649
54,Ivrea,45.4673791,7.874797
55,Vercelli,45.55538265,8.346283678327271
56,Alessandria,44.83495335,8.745030418605868
57,Genoa,44.40726,8.9338624
58,Bastia,42.6993979,9.4509187
59,Porto-Vecchio,41.5911382,9.2794469
60,Bonifacio,41.3878259,9.1606179
61,Porto Torres,40.8370333,8.4013292
62,Sassari,40.7232643,8.5610074
63,Cagliari,39.2171994,9.113311
64,Amsterdam,52.3730796,4.8924534
65,Utrecht,52.0907006,5.1215634
66,Arnhem,52.0056642,5.8762345077641305
67,Emmerich,51.8322137,6.2428283
68,Oberhausen,51.4696137,6.8514435
69,Cologne,43.7218277,0.9774958
70,Frankfurt am Main,50.1106444,8.6820917
71,Heidelberg,49.4093582,8.694724
72,Karlsruhe,49.0068705,8.4034195
73,Offenburg,48.4716556,7.944378
74,Lucerne,47.0505452,8.3054682
75,Altdorf,48.5229995,7.5271687
76,Gotthard Pass,46.5563,8.5787
77,Bellinzona,46.1920538,9.0205888
78,Lugano,46.0050102,8.9520281
79,Chiasso,45.8355209,9.0290169
80,Como,45.939475900000005,9.149410145408947
81,Milan,45.4641943,9.1896346
82,Piacenza,44.8476352,9.666531257696896
83,Parma,44.8013678,10.3280833
84,Modena,44.5384728,10.935960870530739
85,Florence,43.7698712,11.2555757
86,Rome,41.8933203,12.4829321
87,Karesuvanto,68.4499869,22.4853399
88,Karesuando,68.4405054,22.4743151
89,Arvidsjaur,65.666667,19.25
90,Ostersund,63.1793655,14.6357061
91,Mora,39.683248,-3.7729231
92,Saffle,59.116667,12.85
93,Gothenburg,57.7072326,11.9670171
94,Frederikshavn,57.4412134,10.5336225
95,Aalborg,57.0462626,9.9215263
96,Aarhus,56.1496278,10.2134046
97,Vejle,55.7000057,9.5333238
98,Kolding,55.4894999,9.47905
99,Flensburg,54.7833021,9.4333264
100,Hamburg,53.5672881,9.941726150411604
101,Hanover,52.3744779,9.7385532
102,Gottingen,51.5328328,9.9351811
103,Kassel,51.3154546,9.4924096
104,Fulda,50.5542328,9.6770448
105,Wurzburg,49.79245,9.932966
106,Nuremberg,49.453872,11.077298
107,Munich,48.1371079,11.5753822
108,Rosenheim,47.8539273,12.127262
109,Worgl,47.4872718,12.0637633
110,Innsbruck,47.2654296,11.3927685
111,Brenner,47.0073993,11.5066996
112,Fortezza,46.7868474,11.61245
113,Bolzano,46.655945450000004,11.23021287087526
114,Trento,46.0664228,11.1257601
115,Verona,45.4384958,10.9924122
116,Bologna,44.4938203,11.3426327
117,Cesena,44.136352,12.2422442
118,Perugia,43.1070321,12.402996209906487
119,Fiano Romano,42.1719129,12.5927265
120,Naples,40.8358846,14.2487679
121,Salerno,40.419441649999996,15.310756230322482
122,Sicignano degli Alburni,40.560311,15.303957
123,Cosenza,39.596685300000004,16.333055599019605
124,Villa San Giovanni,38.2180591,15.638486
125,Messina,38.1937571,15.5542082
126,Catania,37.5023612,15.0873718
127,Siracusa,37.0646139,15.2907196
128,Gela,37.0664363,14.2502445
129,Helsingor,56.0348739,12.6130073
130,Copenhagen,55.6867243,12.5700724
131,Koge,55.4565009,12.1818964
132,Vordingborg,55.0102518,11.9097478
133,Faro,54.9501711,11.99018870388836
134,Nykobing Falster,54.7646137,11.8709918
135,Gedser,54.5770446,11.9313561
136,Rostock,54.0886707,12.1400211
137,Berlin,52.5170365,13.3888599
138,Lubbenau,51.8680114,13.9689477
139,Dresden,51.0493286,13.7381437
140,Usti nad Labem,50.6603327,14.0381357
141,Prague,50.0874654,14.4212535
142,Tabor,49.4141533,14.6587234
143,Linz,48.3059078,14.286198
144,Salzburg,47.7981346,13.0464806
145,Villach,46.6167284,13.8500268
146,Tarvisio,46.5052624,13.5783734
147,Udine,46.0634632,13.2358377
148,Palmanova,45.9054635,13.3099318
149,Mestre,45.4943063,12.2418053
150,Ravenna,44.364060699999996,12.059009490863945
151,Rimini,43.9470982,12.630768610516004
152,Fano,43.8424173,13.0146632
153,Ancona,43.480120400000004,13.218790609151764
154,Pescara,42.3102619,13.95759010584892
155,Canosa di Puglia,41.219631,16.067466
156,Bari,41.1257843,16.8620293
157,Brindisi,40.63591975,17.688443357842537
158,Igoumenitsa,39.5045005,20.2639166
159,Preveza,42.8938371,21.1805363
160,Rhion,50.5517594,4.8900616
161,Patras,47.5548707,1.9128434
162,Pyrgos,37.6722103,21.4392124
163,Kalamata,-7.7705025,28.2353525
164,Malmo,55.6052931,13.0001566
165,Ystad,55.4295203,13.8201171
166,Swinoujscie,53.827032849999995,14.335691469388852
167,Wolin,53.9131743,14.52001388837596
168,Goleniow,53.5656939,14.8299285
169,Szczecin,53.4301818,14.5509623
170,Gorzow Wielkopolski,52.7309926,15.2400451
171,Swiebodzin,52.2498357,15.5324973
172,Zielona Gora,51.9383777,15.5050408
173,Legnica,51.2081617,16.1603187
174,Jelenia Gora,50.8501049,15.653749235408073
175,Harrachov,50.7720087,15.4315431
176,Zelezny Brod,50.6430652,15.2539851
177,Turnov,50.5874068,15.1574182
178,Mlada Boleslav,50.4116187,14.9031301
179,Jihlava,49.396064,15.5903065
180,Brno,49.1922443,16.6113382
181,Bratislava,48.1516988,17.1093063
182,Rajka,47.997068,17.1960871
183,Csorna,47.6134153,17.2497955
184,Szombathely,47.2291184,16.6187625
185,Zalaegerszeg,46.8415803,16.8456316
186,Nagykanizsa,46.4548261,16.9923923
187,Letenye,46.433204,16.7230843
188,Zagreb,45.84264135,15.962231476593626
189,Karlovac,45.4892522,15.5486303
190,Rijeka,45.3267976,14.442208
191,Split,43.5116383,16.4399659
192,Dubrovnik,42.64873625,18.094680152605108
193,Petrovac,42.2068358,18.9428248
194,Podgorica,42.4415238,19.2621081
195,Bijelo Polje,43.0341595,19.7473559
196,Pristina,42.6638771,21.1640849
